Services,Ride_Date,Ride_status,Source_pickup,Destination,Duration,Ride_id,Customer_id,Driver_id,Distance,Ride_charge,Misc_charge,Total_fare,Payment_method
Bike,22-07-2024,completed,JP Nagar Quarters,Agrahara Layout Pier,105,RD6815227825537872,C176,D024,20.29,874.24,4.97,879.21,Paytm
Auto,26-06-2024,completed,Nagawara Arcade,Horamavu Agara 2nd Stage,52,RD8435515147530171,C013,D039,36.8,554.2,3.06,557.26,Amazon Pay
Auto,06-08-2024,completed,Kasavanahalli Extension,Sadashiva Nagar 2nd Stage,99,RD6855544850334498,C156,D036,35.8,414.3,31.11,445.41,GPay
Bike,27-07-2024,cancelled,Nandini Layout Place,Attibele Pass,41,RD1005466962973089,C128,D010,46.37,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Nayandahalli Mews,Byatarayanapura Lane,63,RD4018462577727126,C199,D008,28.63,178.84,2.71,181.55,QR scan
Bike,28-06-2024,completed,Malleshwaram Nagar,Mahadevapura Square,68,RD8184168582846810,C156,D012,4.25,539.48,47.01,586.49,Amazon Pay
Bike,04-08-2024,completed,Koramangala 4th Block Boulevard,Dasarahalli Arc,100,RD0207466520285590,C057,D021,43.29,963.76,39.21,1002.97,GPay
Cab,02-08-2024,completed,MG Road Park,Kasavanahalli Area,89,RD0151343314889334,C049,D049,47.95,630.11,33.88,663.99,Amazon Pay
Cab,07-07-2024,completed,Kumaraswamy Layout Yard,Hulimavu Township,70,RD2600572108061030,C065,D050,10.97,467.36,32.31,499.67,GPay
Parcel,04-07-2024,completed,Kothanur Promenade,Ganganagar Close,43,RD8403999425912734,C194,D060,22.12,510.38,1.69,512.07,Amazon Pay
Bike,23-07-2024,completed,Vidyaranyapura Yard,Kothanur Area,72,RD4319540468262376,C197,D022,23.87,104.58,13.16,117.74,GPay
Bike,13-08-2024,completed,Pai Layout Drive,JP Nagar Square,16,RD8565520891961423,C175,D005,42.35,728.99,1.3,730.29,Amazon Pay
Bike,24-06-2024,completed,Kothnur Station,Dodda Banaswadi Trail,67,RD3983210034238971,C161,D004,1.5,329.93,18.27,348.2,GPay
Auto,06-08-2024,cancelled,Kundalahalli Estate,Sadashiva Nagar Square,56,RD1796831941675431,C161,D035,31.31,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Hennur Passage,Kadubeesanahalli Landing,22,RD8859683254294924,C011,D010,37.16,401.19,38.65,439.84,QR scan
Cab,26-07-2024,completed,Koramangala 7th Block Bay,Munnekollal Arcade,19,RD8008889685387481,C113,D040,6.14,254.31,40.5,294.81,QR scan
Bike,03-08-2024,completed,Anekal Ridge,Tavarekere Hills,70,RD1521036877356665,C149,D012,1.3,974.79,10.2,984.99,Amazon Pay
Bike,30-06-2024,completed,Chokkanahalli Station,Banaswadi 1st Block,63,RD2093550028338203,C188,D005,48.74,704.22,9.77,713.99,GPay
Bike,26-07-2024,completed,Bellandur Outer Ring Road Square,Horamavu Agara Plaza,67,RD9285435713154850,C024,D010,47.52,400.05,12.66,412.71,Paytm
Parcel,26-07-2024,completed,KR Puram Place,Mysore Road Complex,97,RD1832726787422901,C084,D060,33.99,899.06,31.98,931.04,Paytm
Cab,15-07-2024,completed,Gottigere Pier,Hebbal Kempapura Woods,13,RD8145683336069486,C192,D046,49.43,818.67,17.89,836.56,Amazon Pay
Auto,05-07-2024,completed,Koramangala 7th Block Pier,Mahadevapura Terrace,34,RD2000826056839554,C045,D028,46.96,628.29,40.98,669.27,Paytm
Auto,23-07-2024,cancelled,Chikkajala Ridge,Harohalli 5th Stage,104,RD4898293695484704,C034,D037,49.98,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,RMV 2nd Stage Promenade,Ashok Nagar Layout,81,RD5180175149862032,C139,D054,4.5,513.7,36.67,550.37,QR scan
Cab,15-07-2024,completed,Pai Layout Valley,Bellandur Outer Ring Road Dam,86,RD4501976926710972,C094,D048,37.04,190.84,13.07,203.91,Amazon Pay
Auto,02-07-2024,completed,Hebbal Road,Amruthahalli Fields,65,RD8412166491689614,C129,D039,21.18,847.61,28.97,876.58,QR scan
Cab,23-07-2024,completed,Marathahalli 5th Stage,Koramangala 7th Block Fields,46,RD0062761273938254,C070,D053,44.26,190.17,3.24,193.41,GPay
Parcel,18-07-2024,completed,Chikka Banaswadi Road,Banaswadi 6th Block,47,RD8528258182780228,C043,D057,4.83,63.42,41.94,105.36,QR scan
Parcel,08-08-2024,completed,Horamavu Agara Viewpoint,Peenya 4th Stage,117,RD0592092316569109,C124,D057,19.89,980.84,26.2,1007.04,Amazon Pay
Bike,10-07-2024,completed,Thanisandra Esplanade,Kaggalipura Bay,80,RD5648045462195415,C192,D011,14.8,533.28,9.78,543.06,QR scan
Auto,03-08-2024,completed,Gottigere Plaza,Arekere Drive,110,RD0728457146721725,C030,D032,28.3,103.47,27.96,131.43,QR scan
Cab,08-07-2024,completed,Sahakar Nagar Pass,Vijayanagar Quadrant,34,RD1927452483277056,C020,D042,6.15,75.68,40.4,116.08,Paytm
Cab,10-08-2024,completed,MG Road 5th Stage,HRBR Layout Complex,36,RD1328365267174979,C194,D043,49.6,627.15,36.38,663.53,Paytm
Parcel,15-08-2024,cancelled,Kasavanahalli Meadows,HRBR Layout Hills,58,RD2620426453108701,C174,D060,3.98,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Nayandahalli Quarry,Horamavu Banaswadi 4th Block,107,RD8178353930387750,C173,D013,44.67,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Sanjay Nagar Quadrant,Babusapalya Drive,11,RD7483220462111565,C143,D012,40.51,611.33,31.92,643.25,Paytm
Bike,26-07-2024,completed,Malleshwaram Passage,Madivala 3rd Stage,20,RD6139286068886055,C024,D013,15.49,401.34,9.33,410.67,Paytm
Auto,28-06-2024,completed,Adugodi Circle,Anjanapura Track,48,RD0687612828987378,C004,D029,37.93,777.05,44.97,822.02,Amazon Pay
Auto,08-08-2024,completed,Frazer Town 1st Block,Koramangala 8th Block Track,94,RD8450274977992068,C138,D026,28.61,558.36,21.97,580.33,GPay
Parcel,08-08-2024,completed,Anekal Layout,KR Puram Circle,47,RD3451975471985518,C117,D057,39.01,377.75,9.7,387.45,Amazon Pay
Parcel,22-07-2024,completed,Kalyan Nagar 6th Block,Kengeri 2nd Block,17,RD0032101304302461,C173,D060,40.58,345.81,24.74,370.55,Paytm
Auto,03-07-2024,completed,Varthur 4th Block,Dr. Shivaram Karanth Nagar Colony,39,RD5486137723351501,C173,D029,39.75,929.2,34.34,963.54,GPay
Cab,08-07-2024,completed,Subramanyapura 1st Block,Basavanagudi Dam,56,RD0382167485706280,C150,D046,29.65,162.45,21.58,184.03,GPay
Auto,01-07-2024,completed,Kadubeesanahalli Cross,Vijayanagar Enclave,105,RD5394585419849461,C164,D030,13.27,434.31,27.38,461.69,GPay
Bike,21-06-2024,completed,Kodigehalli Court,ITI Layout Crescent,43,RD6757271172898389,C028,D022,32.51,145.67,36.44,182.11,GPay
Auto,03-08-2024,completed,Hosur District,Kothnur Park,102,RD7514466479784103,C060,D032,23.15,767.18,43.8,810.98,GPay
Bike,29-06-2024,completed,Dommasandra Station,Frazer Town Bay,12,RD4890206203731192,C007,D020,48.36,218.08,46.42,264.5,QR scan
Parcel,02-07-2024,completed,HRBR Layout Dam,Hennur Heights,96,RD7784956376660777,C144,D057,27.26,756.26,24.99,781.25,Paytm
Cab,28-06-2024,completed,VV Puram View,HRBR Layout Woods,63,RD7775544187267545,C157,D043,14.21,690.39,47.42,737.81,Paytm
Cab,20-07-2024,cancelled,Hennur Road Square,Hosur Cutting,97,RD2140714158403601,C166,D041,42.48,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,HRBR Layout Trail,Magadi Road Sector,96,RD8309224256052962,C163,D015,34.69,117.61,22.57,140.18,QR scan
Auto,06-07-2024,cancelled,Nagwara Meadows,Kothaguda Cutting,47,RD8953421978045994,C180,D029,26.24,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Hosur Sarjapur Road Layout 5th Stage,Hosur Sarjapur Road Layout Heights,111,RD4407163381028138,C167,D046,31.8,155.85,24.28,180.13,Paytm
Cab,22-07-2024,completed,Bommanahalli Crescent,Banashankari Quarters,51,RD7423748905285339,C030,D042,29.56,725.87,3.97,729.84,Amazon Pay
Bike,25-07-2024,completed,Vijayanagar Drive,Bellandur Outer Ring Road Pass,83,RD5641653543508118,C012,D002,22.08,980.13,14.82,994.95,Paytm
Auto,12-08-2024,completed,Kadubeesanahalli Place,Hebbal Harbor,88,RD8164679926712029,C078,D032,29.48,556.73,2.04,558.77,Paytm
Auto,23-07-2024,completed,Sonnenahalli Run,Avalahalli Fields,47,RD8682274949143220,C030,D026,6.02,400.28,28.07,428.35,Amazon Pay
Auto,10-08-2024,completed,Hoodi Garden,Babusapalya Loop,26,RD4491041177125972,C061,D039,10.9,797.55,20.71,818.26,GPay
Parcel,28-07-2024,completed,Begur District,Benniganahalli Trail,45,RD3009493818224583,C138,D056,42.1,209.13,46.55,255.68,Amazon Pay
Auto,23-07-2024,completed,Electronic City Colony,Vidya Vihar 6th Stage,37,RD4462551154102566,C100,D032,24.95,698.26,8.31,706.57,Paytm
Bike,08-07-2024,completed,Dr. Shivaram Karanth Nagar Cove,RMV 2nd Stage Park,51,RD3598116858455698,C095,D022,18.18,349.16,41.1,390.26,Paytm
Cab,23-07-2024,completed,Horamavu Agara Enclave,Bellandur 4th Block,76,RD0901869861977006,C191,D051,14.6,736.97,13.06,750.03,QR scan
Auto,24-06-2024,completed,Kothnur Quay,Subbanna Palya Side,29,RD6749090827612407,C139,D031,23.83,820.58,24.29,844.87,Paytm
Bike,22-07-2024,completed,Basavanagudi Heights,Vijayanagar Depot,91,RD6077347620740979,C151,D024,19.4,969.31,28.3,997.61,Paytm
Auto,26-06-2024,completed,Indiranagar Way,Banashankari Alcove,90,RD9327250966689932,C187,D027,10.33,764.22,20.96,785.18,Amazon Pay
Auto,06-08-2024,completed,Nagarbhavi Cutting,Rajajinagar Sector,58,RD2623636742635822,C107,D035,27.3,207.23,5.37,212.6,GPay
Bike,27-07-2024,cancelled,Byatarayanapura Promenade,Mysore Road Alcove,114,RD5012237599711174,C026,D016,49,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Dasarahalli Alcove,Anekal Dam,59,RD9426261952525831,C158,D014,15.62,856.56,2.11,858.67,QR scan
Bike,28-06-2024,completed,KR Puram Place,Peenya Track,82,RD9095739126672760,C072,D002,21.06,691.42,39.15,730.57,Amazon Pay
Bike,04-08-2024,completed,Kasturi Nagar Cove,BTM Layout Layout,26,RD5524923026567224,C177,D012,44.04,973,8.4,981.4,GPay
Cab,02-08-2024,completed,Kanakapura Plaza,Kalyan Nagar 3rd Block,65,RD8080018907116953,C056,D047,41.99,522.32,2.09,524.41,Amazon Pay
Cab,07-07-2024,completed,Bellandur Outer Ring Road Quarters,Basaveshwaranagar District,79,RD6595814665035628,C114,D043,10.92,889.87,22.55,912.42,GPay
Parcel,04-07-2024,completed,Bellandur Outer Ring Road Quarry,Kundalahalli Quarters,31,RD3703409580699193,C093,D055,31.91,re,23.6,213.45,Amazon Pay
Bike,23-07-2024,completed,Horamavu Valley,Attibele 2nd Block,88,RD9050429611350197,C176,D012,47.27,691.5,31.38,722.88,GPay
Bike,13-08-2024,completed,Sahakar Nagar Court,Marathahalli Extension,34,RD1147910612580899,C140,D021,32.72,626.55,29.58,656.13,Amazon Pay
Bike,24-06-2024,completed,Horamavu Banaswadi Quay,Adugodi Pier,105,RD1613357529198999,C092,D002,33.3,829.42,49.65,879.07,GPay
Auto,06-08-2024,cancelled,Begur Cut,Basaveshwaranagar Heights,26,RD9600000044637723,C102,D029,41.56,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Dodda Banaswadi Cross,Koramangala 4th Block Alcove,112,RD9304580925557870,C049,D004,13.33,784.51,11.94,796.45,QR scan
Cab,26-07-2024,completed,JP Nagar Arcade,Kumaraswamy Layout Vista,111,RD8300774551920519,C117,D041,5.71,626.41,44.54,670.95,QR scan
Bike,03-08-2024,completed,Shivaji Nagar Way,Dooravani Nagar Vista,51,RD1542707220635636,C170,D007,24.85,822.35,7.61,829.96,Amazon Pay
Bike,30-06-2024,completed,Lingarajapuram Quarters,Jalahalli 4th Stage,106,RD5465881637882066,C165,D021,37.7,99.11,15.86,114.97,GPay
Bike,26-07-2024,completed,HRBR Layout 6th Block,Banaswadi Cove,39,RD2585908053893578,C153,D001,17.65,999.6,14.94,1014.54,Paytm
Cab,26-07-2024,cancelled,Ramnagar Cross,Dodda Banaswadi Colony,41,RD4057860464536626,C013,D041,40.68,0,0,0,GPay
Cab,15-07-2024,completed,Koramangala District,Bellandur Cut,57,RD1489320831166915,C086,D043,32.97,519.89,46.34,566.23,Amazon Pay
Auto,05-07-2024,completed,Koramangala 7th Block Woods,Kanaka Nagar 4th Block,73,RD6667139461387627,C033,D037,8.65,823.79,22.01,845.8,Paytm
Auto,23-07-2024,cancelled,Nandini Layout Quarry,MG Road Commons,109,RD4457758886685593,C145,D028,10.97,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Gottigere Enclave,Dr. Shivaram Karanth Nagar 3rd Stage,66,RD6296774494188934,C018,D053,34.39,150.23,30.43,180.66,QR scan
Cab,15-07-2024,completed,Jalahalli Estate,Rajajinagar Promenade,80,RD8447701566135876,C196,D048,8.01,863,40.94,903.94,Amazon Pay
Auto,02-07-2024,completed,Bagalur 1st Block,Koramangala 4th Block Promenade,117,RD7305120981303203,C054,D034,7.09,867.78,22.56,890.34,QR scan
Cab,23-07-2024,completed,Whitefield Landing,Ganganagar Summit,119,RD6005722555013310,C056,D053,48.95,88.54,37.15,125.69,GPay
Parcel,18-07-2024,completed,Yeshwanthpur Landing,Frazer Town Park,36,RD3658769304180165,C060,D057,31.46,736.82,22.36,759.18,QR scan
Parcel,08-08-2024,completed,Amruthahalli Layout,Basavanagudi 3rd Block,98,RD9985592252924517,C199,D056,41.58,810.36,43.68,854.04,Amazon Pay
Bike,10-07-2024,completed,Chikkalasandra 1st Block,Kaval Byrasandra Road,13,RD2629938936244479,C153,D001,15.73,461.42,28.57,489.99,QR scan
Auto,03-08-2024,completed,Chokkanahalli Trail,Ramnagar Park,102,RD2793870059873280,C071,D038,49.91,63.42,5.72,69.14,QR scan
Cab,08-07-2024,completed,Harohalli Township,Devarachikkanahalli Passage,42,RD0800974590158653,C038,D042,39.31,168.88,28.14,197.02,Paytm
Cab,10-08-2024,completed,Vijayanagar Quay,Madivala Loop,41,RD2375547484977547,C139,D044,18.72,674.61,17.32,691.93,Paytm
Parcel,15-08-2024,cancelled,Nagasandra Cutting,Chikkagubbi Landing,23,RD0052848883176547,C045,D055,12.76,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Jayanagar 1st Stage,Nandini Layout Ridge,106,RD2300995082264579,C170,D001,45.12,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Gottigere Quarry,Koramangala 7th Block 5th Block,44,RD8988937284712994,C034,D001,39.91,216.08,28.06,244.14,Paytm
Bike,26-07-2024,completed,Nandini Layout Close,Hennur Road Park,28,RD7031806646440888,C092,D008,17.81,816.03,40.35,856.38,Paytm
Auto,28-06-2024,completed,Bagalur Bridge,Hebbal Cove,62,RD7962932619474870,C151,D030,22.7,117.26,31.14,148.4,Amazon Pay
Auto,08-08-2024,completed,Byatarayanapura Cove,Kothaguda Arcade,34,RD6380189307560679,C005,D027,34.26,656.12,22.06,678.18,GPay
Parcel,08-08-2024,completed,Devarachikkanahalli Heights,Kothnur Grove,96,RD3012781017133834,C068,D055,20.96,135.12,48.28,183.4,Amazon Pay
Parcel,22-07-2024,completed,Devarachikkanahalli Pier,Hebbal Fork,54,RD5691375596286645,C033,D060,8.7,126.71,48.38,175.09,Paytm
Auto,03-07-2024,completed,Hosur Sarjapur Road Layout Circle,Koramangala 4th Block Square,52,RD0593188290803024,C108,D033,35.21,523.59,42.79,566.38,GPay
Cab,08-07-2024,completed,Ramamurthy Nagar Fork,Jakkasandra Quadrant,109,RD2943975665081576,C030,D051,25.1,476.56,21.47,498.03,GPay
Auto,01-07-2024,completed,Benniganahalli Vista,Chandra Layout District,115,RD8493291885829113,C017,D032,2.61,809.69,24.98,834.67,GPay
Bike,21-06-2024,completed,KR Puram 4th Stage,Doddaballapur Crescent,97,RD5443820255520143,C115,D012,43.81,79.82,42.17,121.99,GPay
Auto,03-08-2024,completed,Lingarajapuram Cove,JP Nagar Cove,72,RD7408079205652803,C132,D034,48.65,905.78,31.31,937.09,GPay
Bike,29-06-2024,completed,Horamavu Agara Esplanade,Kothnur Commons,68,RD7845040814040868,C028,D015,4.8,587.06,3.59,590.65,QR scan
Parcel,02-07-2024,completed,Horamavu Agara Harbor,Electronic City 3rd Stage,13,RD1386429884610902,C129,D056,3.11,323.55,31.8,355.35,Paytm
Cab,28-06-2024,completed,MG Road Woods,Hebbal Layout,106,RD8189958682235766,C158,D040,18.96,312.16,4.54,316.7,Paytm
Cab,20-07-2024,cancelled,Babusapalya Road,Shivaji Nagar Valley,30,RD0536475447679712,C187,D052,20.08,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Adugodi Hills,Amruthahalli 6th Stage,83,RD2800923447873955,C169,D017,40.16,346.99,29.94,376.93,QR scan
Auto,06-07-2024,cancelled,Kanaka Nagar Alley,Kadubeesanahalli Quay,82,RD7831560398407916,C078,D032,3.92,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Hebbal Kempapura Loop,Mysore Road 2nd Block,16,RD7323521597113719,C165,D040,39.17,756.87,27.56,784.43,Paytm
Cab,22-07-2024,completed,Kothaguda Bay,Sahakar Nagar Area,43,RD2364398604851246,C016,D047,36.01,664.17,39.27,703.44,Amazon Pay
Bike,25-07-2024,completed,Dooravani Nagar Summit,Subramanyapura Fields,57,RD2961661632930995,C103,D014,16.37,235.87,23.42,259.29,Paytm
Auto,12-08-2024,completed,Benniganahalli Cove,Rajajinagar Run,99,RD0892054256404479,C176,D026,31.47,298.71,32.33,331.04,Paytm
Auto,23-07-2024,completed,Sonnenahalli Pier,Whitefield 2nd Block,48,RD3874927414390343,C126,D036,11.38,203.75,46.43,250.18,Amazon Pay
Auto,10-08-2024,completed,Electronic City Alley,Kasturi Nagar 5th Block,25,RD5833610335785014,C114,D026,21.84,602.13,7.47,609.6,GPay
Parcel,28-07-2024,completed,Vidya Vihar Place,Chikkajala Extension,71,RD5637722920816887,C021,D057,35.21,161.59,23.17,184.76,Amazon Pay
Auto,23-07-2024,completed,JP Nagar Esplanade,Kaval Byrasandra Drive,51,RD1300654829589630,C156,D027,46.25,806.99,2.14,809.13,Paytm
Bike,08-07-2024,completed,Agara Yard,Hosur Road Court,84,RD6986998258078286,C017,D005,23.52,99.75,39.12,138.87,Paytm
Cab,23-07-2024,completed,Domlur Grove,Hennur Enclave,54,RD5421037900937526,C071,D049,13.79,99.89,43.09,142.98,QR scan
Auto,24-06-2024,completed,Jayanagar 1st Stage,Horamavu Banaswadi Area,88,RD7082345753227147,C163,D034,2.6,557.6,13.43,571.03,Paytm
Bike,22-07-2024,completed,Kanakapura Zone,RT Nagar Cross,84,RD8877809542495888,C141,D023,35.28,306.41,23.22,329.63,Paytm
Auto,26-06-2024,completed,Frazer Town Way,Kodigehalli Station,69,RD3579461117042123,C084,D031,39.72,617.46,18.55,636.01,Amazon Pay
Auto,06-08-2024,completed,Billekahalli Mews,Kanakapura Pier,27,RD3892868372959569,C153,D033,6.61,149.66,37.61,187.27,GPay
Bike,27-07-2024,cancelled,Magadi Road Dam,Mysore Road Boulevard,109,RD2399207491712531,C076,D015,26.82,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Doddanekundi 1st Block,Chikkagubbi Colony,55,RD4029072464285660,C130,D020,38.95,691.2,11.94,703.14,QR scan
Bike,28-06-2024,completed,Yelahanka Way,Hosur Road Colony,62,RD5301071198577337,C111,D004,41.79,784.05,36.84,820.89,Amazon Pay
Bike,04-08-2024,completed,Ramnagar Esplanade,Vidya Vihar Place,30,RD2401758180416583,C180,D004,35.57,520.84,16.53,537.37,GPay
Cab,02-08-2024,completed,Rajajinagar 5th Block,Pai Layout Bridge,43,RD2991814691660865,C168,D050,1.01,631.68,20.37,652.05,Amazon Pay
Cab,07-07-2024,completed,Indiranagar Woods,Nagarbhavi Enclave,46,RD0651249296200928,C197,D048,24.58,689.45,15.25,704.7,GPay
Parcel,04-07-2024,completed,Chandra Layout Zone,BTM 2nd Stage Arc,60,RD6812607703654869,C185,D056,11.26,751.32,17.31,768.63,Amazon Pay
Bike,23-07-2024,completed,Doddakannelli Landing,Domlur Village,24,RD2649146441719169,C111,D015,49.97,193.86,27.52,221.38,GPay
Bike,13-08-2024,completed,RT Nagar Nagar,Kasturi Nagar Close,102,RD6470136078775365,C059,D014,17.77,199.09,13.67,212.76,Amazon Pay
Bike,24-06-2024,completed,Chikkalasandra 6th Block,Basaveshwaranagar Arcade,70,RD8001995259786974,C087,D015,26.14,943.67,20.06,963.73,GPay
Auto,06-08-2024,cancelled,RT Nagar Woods,Hosur Side,37,RD5110134555911799,C103,D031,29.21,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Lingarajapuram Yard,Nagarbhavi Estate,49,RD4551887732650381,C187,D004,30.06,768.17,49.27,817.44,QR scan
Cab,26-07-2024,completed,Peenya Viewpoint,Attibele Circle,69,RD0494350597518733,C081,D046,37.57,563.67,21.26,584.93,QR scan
Bike,03-08-2024,completed,Hulimavu Landing,Nandini Layout Harbor,102,RD3132013482950790,C081,D022,7.82,139.43,19.9,159.33,Amazon Pay
Bike,30-06-2024,completed,Harohalli Depot,Bikasipura Place,117,RD4732079782406078,C066,D012,25.59,516.76,3.56,520.32,GPay
Bike,26-07-2024,completed,Marathahalli Arcade,Ashok Nagar 5th Stage,38,RD0815814888962017,C040,D022,22.62,862.81,43.3,906.11,Paytm
Bike,03-08-2024,completed,Begur Hills,Vidya Vihar Run,54,RD0919744087429922,C122,D022,23.53,388.14,4.07,392.21,Paytm
Cab,15-07-2024,completed,Begur Township,Kothaguda Summit,11,RD5197198688225156,C018,D041,10.71,80.64,36.66,117.3,Amazon Pay
Auto,05-07-2024,completed,Chikka Banaswadi Nagar,Horamavu Agara Quarry,72,RD2314319976518426,C022,D026,14.49,752.51,5.38,757.89,Paytm
Auto,23-07-2024,cancelled,KR Puram Layout,Horamavu Banaswadi Circle,58,RD7771542641644244,C111,D026,17.99,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Yeshwanthpur Road,BTM 2nd Stage Cut,103,RD5918623171380329,C191,D051,5.92,50.48,8.01,58.49,QR scan
Cab,15-07-2024,completed,Bommasandra Terrace,HRBR Layout Vista,72,RD3772076229577988,C096,D052,26.47,621.21,31.53,652.74,Amazon Pay
Auto,02-07-2024,completed,Naganathapura Mews,Seshadripuram Alley,24,RD4569515518745569,C034,D033,34.97,66.36,32.38,98.74,QR scan
Cab,23-07-2024,completed,Anjanapura Farms,Srirampura Place,108,RD6021331323740749,C016,D049,21.32,734.36,47.25,781.61,GPay
Parcel,18-07-2024,completed,Malleshwaram Farms,Hennur Nagar,31,RD1219980306839168,C144,D059,46.92,96.83,20.88,117.71,QR scan
Parcel,08-08-2024,completed,Subramanyapura Side,Koramangala Depot,71,RD2951081446501681,C085,D060,24.45,143.91,31.03,174.94,Amazon Pay
Bike,10-07-2024,completed,JP Nagar Alley,Bhuvaneshwari Nagar Quarry,38,RD5152215465179028,C032,D014,38.16,482.16,39.38,521.54,QR scan
Auto,03-08-2024,completed,Hulimavu Colony,Madivala Track,15,RD5364663404555814,C091,D038,3.6,768.56,36.69,805.25,QR scan
Cab,08-07-2024,completed,Munnekollal Valley,Varthur 1st Stage,116,RD8906681754771618,C171,D052,35.51,943.73,21.07,964.8,Paytm
Cab,10-08-2024,completed,Chikkalasandra Commons,Ramamurthy Nagar Colony,64,RD4808509263230876,C109,D053,17.61,139.69,35.38,175.07,Paytm
Parcel,15-08-2024,cancelled,Yelahanka New Town Hills,Vijayanagar Promenade,38,RD2354161574637539,C185,D055,17,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,KR Puram Cross,Nagawara 3rd Stage,111,RD0506316298614903,C074,D020,1.58,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Kengeri Quarry,Nagarbhavi Township,18,RD2435783581202067,C080,D012,27.33,597.83,24.61,622.44,Paytm
Bike,26-07-2024,completed,Hosur Road Quay,Giri Nagar Depot,36,RD5808739085001931,C027,D019,42,503.67,0.58,504.25,Paytm
Auto,28-06-2024,completed,Harohalli Quarters,Bommanahalli Promenade,71,RD0937277933547199,C130,D028,13.1,169.14,27.86,197,Amazon Pay
Auto,08-08-2024,completed,Jakkur Lane,Chikka Banaswadi Promenade,104,RD5503531574884674,C040,D035,25.11,173.78,34.53,208.31,GPay
Parcel,08-08-2024,completed,MG Road 4th Block,Dr. Shivaram Karanth Nagar Pier,58,RD7891622564587936,C124,D056,38.59,627.65,35.43,663.08,Amazon Pay
Parcel,22-07-2024,completed,Bikasipura 6th Stage,Hosur 1st Stage,92,RD0890109759385183,C028,D057,13.61,539.87,39.67,579.54,Paytm
Auto,03-07-2024,completed,Bhuvaneshwari Nagar Way,Naganathapura Track,42,RD6120996240895691,C143,D030,31.37,824.24,31.16,855.4,GPay
Cab,08-07-2024,completed,Basaveshwaranagar Yard,Chikkajala 3rd Stage,105,RD3429782672976004,C030,D052,12.31,980.22,27.21,1007.43,GPay
Auto,01-07-2024,completed,Banashankari Layout,Vidyaranyapura Alley,82,RD5333840724602193,C072,D034,36.83,504.36,18.17,522.53,GPay
Bike,21-06-2024,completed,Bommanahalli 6th Stage,VV Puram Heights,56,RD4070526250351422,C058,D014,19,649.97,21.62,671.59,GPay
Auto,03-08-2024,completed,Babusapalya Estate,Chikkalasandra Pointe,37,RD5176964376674584,C144,D037,28.91,102.91,42.9,145.81,GPay
Bike,29-06-2024,completed,Benniganahalli Zone,Bommasandra Road,32,RD3428883944180385,C160,D020,4.14,565.39,47.43,612.82,QR scan
Parcel,02-07-2024,completed,Bommanahalli Valley,Bommasandra Fork,82,RD8653484222330924,C173,D060,7.41,206.85,42.92,249.77,Paytm
Cab,28-06-2024,completed,Ramamurthy Nagar View,Bellandur Outer Ring Road 5th Stage,106,RD1626198729508981,C143,D040,39.72,317.16,20.53,337.69,Paytm
Cab,20-07-2024,cancelled,Ramamurthy Nagar Circle,Hoodi Enclave,119,RD3082994499863721,C156,D054,7,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Mahadevapura Quarry,Kundalahalli Grove,33,RD5062303942200114,C169,D023,45.24,873.1,14.95,888.05,QR scan
Auto,06-07-2024,cancelled,Madivala Valley,Basaveshwaranagar Complex,21,RD8389108743575172,C069,D025,47.89,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Kasavanahalli Trail,Hoodi Run,94,RD4364492846406567,C047,D044,46.42,260.65,45,305.65,Paytm
Cab,22-07-2024,completed,KR Puram Area,Mahalakshmi Layout Esplanade,75,RD7052233664370774,C180,D052,37.61,769.83,25.07,794.9,Amazon Pay
Bike,25-07-2024,completed,Nagawara 4th Stage,Hennur Road 3rd Block,26,RD5507724549930971,C080,D011,35.27,343.34,25.01,368.35,Paytm
Auto,12-08-2024,completed,Babusapalya Pier,Chikkabellandur Ridge,38,RD1970668248767321,C090,D025,15.4,643.22,48.31,691.53,Paytm
Auto,23-07-2024,completed,Dommasandra Terrace,Hulimavu Trail,100,RD1401900056158923,C047,D038,47.15,464.95,42.1,507.05,Amazon Pay
Auto,10-08-2024,completed,Hennur Road Close,ITI Layout 2nd Block,97,RD5340126674211246,C037,D034,35.07,800.33,38.33,838.66,GPay
